user_id, session_id, timestamp          , country     , region      , page    , action            , time_spent, device , traffic_source, service        , converted, engagement_level, user_type
    219,      87901, 2024-01-28 07:02:00, India       , Mumbai      , Services, Page View         ,        158, Mobile , Social Media  , Risk Assessment,         0, Medium          , Returning
    656,      80376, 2024-05-22 01:12:00, Nigeria     , Lagos       , Services, Page View         ,        225, Desktop, Paid Ads      , Risk Assessment,         0, Medium          , New
    132,      43167, 2024-05-24 11:17:00, Nigeria     , Lagos       , About   , Page View         ,        212, Desktop, Direct        , Cloud Security ,         0, Medium          , Returning
    497,      73411, 2024-05-06 10:39:00, Kenya       , Nairobi     , Pricing , Click             ,         14, Mobile , Paid Ads      , Risk Assessment,         0, Low             , New
   1141,      34546, 2024-05-19 09:06:00, Kenya       , Nairobi     , Blog    , Event Registration,        218, Desktop, Social Media  , Risk Assessment,         1, Medium          , New
    161,      12155, 2024-04-23 10:08:00, India       , Mumbai      , Pricing , Click             ,        352, Desktop, Paid Ads      , Data Protection,         0, High            , New
    465,      30785, 2024-02-12 07:38:00, South Africa, Johannesburg, About   , Scroll            ,        109, Mobile , Organic       , Data Protection,         0, Low             , Returning
    937,      31416, 2024-02-29 21:06:00, Botswana    , Gaborone    , Home    , Page View         ,        338, Desktop, Direct        , AI Security    ,         0, High            , New
    336,      35608, 2024-04-16 12:27:00, Kenya       , Nairobi     , Home    , Demo Request      ,        181, Desktop, Organic       , Cloud Security ,         1, Medium          , Returning
    342,      18621, 2024-04-19 19:23:00, USA         , New York    , Contact , Click             ,         74, Mobile , Social Media  , Risk Assessment,         0, Low             , Returning
    924,      73749, 2024-05-30 11:33:00, South Africa, Johannesburg, Home    , Page View         ,         66, Mobile , Organic       , Risk Assessment,         0, Low             , Returning
    845,      43956, 2024-06-15 10:53:00, USA         , New York    , Services, Demo Request      ,        149, Desktop, Social Media  , Cloud Security ,         1, Medium          , New
   1046,      23815, 2024-05-23 15:35:00, India       , Mumbai      , Services, Click             ,        254, Desktop, Organic       , Risk Assessment,         0, High            , New
    630,      81846, 2024-01-28 02:18:00, Botswana    , Gaborone    , Contact , Click             ,        100, Mobile , Paid Ads      , Data Protection,         0, Low             , Returning
   1099,      84664, 2024-06-18 19:43:00, India       , Mumbai      , Contact , Page View         ,        136, Mobile , Organic       , AI Security    ,         0, Medium          , New
    123,      60923, 2024-05-07 15:37:00, Kenya       , Nairobi     , Home    , Page View         ,        184, Desktop, Direct        , Data Protection,         0, Medium          , Returning
    641,      38664, 2024-02-06 04:15:00, India       , Mumbai      , About   , Page View         ,         85, Mobile , Direct        , Cloud Security ,         0, Low             , New
    773,      26065, 2024-04-01 17:26:00, South Africa, Johannesburg, Services, Event Registration,        279, Desktop, Paid Ads      , Risk Assessment,         1, High            , New
    950,      44289, 2024-02-26 04:03:00, India       , Mumbai      , Blog    , Page View         ,         52, Desktop, Social Media  , Data Protection,         0, Low             , New
    376,      85075, 2024-06-28 10:44:00, Nigeria     , Lagos       , Pricing , Click             ,        284, Desktop, Organic       , Risk Assessment,         0, High            , New
   1083,      64049, 2024-01-27 13:39:00, India       , Mumbai      , Pricing , Click             ,        126, Mobile , Paid Ads      , Cloud Security ,         0, Medium          , Returning
   1070,      35437, 2024-04-28 20:52:00, India       , Mumbai      , Contact , Page View         ,        319, Desktop, Direct        , Data Protection,         0, High            , New
     25,      74564, 2024-06-18 20:06:00, USA         , New York    , Contact , Scroll            ,         72, Desktop, Social Media  , Data Protection,         0, Low             , New
    384,      19556, 2024-06-18 13:06:00, Kenya       , Nairobi     , About   , Click             ,         19, Mobile , Social Media  , Data Protection,         0, Low             , Returning
     45,      80921, 2024-05-19 13:15:00, Nigeria     , Lagos       , Services, Click             ,         72, Mobile , Social Media  , Cloud Security ,         0, Low             , Returning
    414,      77020, 2024-03-27 04:23:00, Nigeria     , Lagos       , Contact , Page View         ,        325, Desktop, Direct        , AI Security    ,         0, High            , Returning
    742,      90854, 2024-04-17 21:32:00, Kenya       , Nairobi     , Pricing , Demo Request      ,        171, Mobile , Social Media  , Data Protection,         1, Medium          , New
   1157,      74401, 2024-01-15 13:04:00, Nigeria     , Lagos       , Pricing , Demo Request      ,         66, Mobile , Social Media  , AI Security    ,         1, Low             , New
    212,      89520, 2024-01-25 12:43:00, Botswana    , Gaborone    , Blog    , Page View         ,        118, Desktop, Organic       , Cloud Security ,         0, Low             , New
   1138,      37619, 2024-03-07 11:00:00, USA         , New York    , Contact , Page View         ,         26, Mobile , Organic       , Risk Assessment,         0, Low             , New
   1118,      94285, 2024-06-12 19:47:00, USA         , New York    , Contact , Click             ,         37, Desktop, Paid Ads      , AI Security    ,         0, Low             , New
   1173,      35769, 2024-06-20 12:26:00, Nigeria     , Lagos       , Pricing , Click             ,        147, Mobile , Social Media  , Cloud Security ,         0, Medium          , Returning
    192,      75311, 2024-06-10 00:26:00, Botswana    , Gaborone    , Pricing , Click             ,         78, Mobile , Paid Ads      , Risk Assessment,         0, Low             , Returning
    565,      81301, 2024-02-15 12:54:00, UK          , London      , About   , Scroll            ,        115, Mobile , Organic       , Cloud Security ,         0, Low             , New
    949,      62528, 2024-05-27 13:31:00, UK          , London      , Pricing , Click             ,        188, Desktop, Paid Ads      , AI Security    ,         0, Medium          , New
    130,      11632, 2024-02-05 09:29:00, Kenya       , Nairobi     , About   , Click             ,        140, Mobile , Organic       , Cloud Security ,         0, Medium          , New
    481,      45390, 2024-02-09 11:22:00, USA         , New York    , Contact , Page View         ,        356, Desktop, Organic       , AI Security    ,         0, High            , New
    828,      16720, 2024-02-15 00:22:00, India       , Mumbai      , Pricing , Scroll            ,        252, Desktop, Direct        , Data Protection,         0, High            , Returning
    787,      93613, 2024-04-14 04:40:00, South Africa, Johannesburg, Services, Scroll            ,        244, Desktop, Direct        , Cloud Security ,         0, Medium          , New
   1035,      10176, 2024-02-05 08:21:00, South Africa, Johannesburg, Blog    , Scroll            ,         94, Desktop, Organic       , Risk Assessment,         0, Low             , Returning
    745,      39882, 2024-01-21 21:47:00, India       , Mumbai      , Services, Click             ,         28, Mobile , Direct        , Data Protection,         0, Low             , New
   1150,      70176, 2024-05-18 02:16:00, USA         , New York    , Pricing , Click             ,        206, Desktop, Paid Ads      , Risk Assessment,         0, Medium          , New
    876,      92904, 2024-02-25 02:40:00, India       , Mumbai      , Home    , Demo Request      ,        153, Mobile , Social Media  , AI Security    ,         1, Medium          , Returning
     44,      38611, 2024-03-02 14:09:00, Nigeria     , Lagos       , Home    , Page View         ,        171, Mobile , Social Media  , Risk Assessment,         0, Medium          , New
   1132,      39677, 2024-02-29 12:57:00, India       , Mumbai      , Services, Page View         ,        212, Desktop, Direct        , Risk Assessment,         0, Medium          , New
    312,      34889, 2024-04-26 07:32:00, UK          , London      , Pricing , Scroll            ,         32, Desktop, Paid Ads      , AI Security    ,         0, Low             , Returning
     19,      51698, 2024-05-31 03:30:00, Nigeria     , Lagos       , Contact , Scroll            ,         42, Desktop, Paid Ads      , AI Security    ,         0, Low             , New
    645,      65199, 2024-02-21 16:57:00, UK          , London      , Services, Page View         ,         69, Mobile , Direct        , Cloud Security ,         0, Low             , Returning
     16,      26141, 2024-01-24 05:49:00, Kenya       , Nairobi     , Home    , Page View         ,         33, Mobile , Direct        , Data Protection,         0, Low             , New
    253,      32253, 2024-04-25 11:38:00, Botswana    , Gaborone    , Pricing , Scroll            ,        338, Desktop, Paid Ads      , Risk Assessment,         0, High            , New
    381,      91090, 2024-05-26 21:49:00, South Africa, Johannesburg, Pricing , Page View         ,        375, Desktop, Paid Ads      , Data Protection,         0, High            , Returning
    410,      46121, 2024-06-13 16:34:00, USA         , New York    , About   , Scroll            ,        139, Mobile , Direct        , Data Protection,         0, Medium          , New
    382,      95188, 2024-02-14 03:45:00, Botswana    , Gaborone    , Contact , Page View         ,         75, Mobile , Social Media  , AI Security    ,         0, Low             , New
    567,      34525, 2024-03-25 20:16:00, UK          , London      , Services, Page View         ,        332, Desktop, Paid Ads      , Cloud Security ,         0, High            , Returning
    320,      72391, 2024-05-19 16:39:00, USA         , New York    , Contact , Demo Request      ,         16, Mobile , Social Media  , Risk Assessment,         1, Low             , New
    722,      23822, 2024-06-25 08:26:00, UK          , London      , Pricing , Demo Request      ,         71, Desktop, Social Media  , Cloud Security ,         1, Low             , New
    903,      86845, 2024-04-25 01:04:00, India       , Mumbai      , Pricing , Event Registration,         48, Mobile , Paid Ads      , Cloud Security ,         1, Low             , Returning
    418,      49025, 2024-05-18 08:45:00, India       , Mumbai      , Blog    , Page View         ,        172, Desktop, Direct        , Cloud Security ,         0, Medium          , New
    150,      33899, 2024-01-13 08:24:00, South Africa, Johannesburg, About   , Page View         ,        303, Desktop, Social Media  , Data Protection,         0, High            , Returning
    904,      18587, 2024-01-01 01:06:00, UK          , London      , Pricing , Scroll            ,         61, Mobile , Organic       , Cloud Security ,         0, Low             , New
   1154,      49956, 2024-05-25 17:24:00, Botswana    , Gaborone    , Services, Page View         ,         26, Desktop, Social Media  , AI Security    ,         0, Low             , New
    837,      41575, 2024-06-28 21:08:00, UK          , London      , Home    , Click             ,        344, Desktop, Paid Ads      , Cloud Security ,         0, High            , Returning
   1169,      58733, 2024-01-07 11:52:00, UK          , London      , Home    , Page View         ,        131, Mobile , Social Media  , Risk Assessment,         0, Medium          , New
   1189,      89493, 2024-03-05 00:39:00, Nigeria     , Lagos       , Pricing , Page View         ,        269, Desktop, Organic       , Cloud Security ,         0, High            , New
    310,      42227, 2024-02-29 01:22:00, South Africa, Johannesburg, Home    , Page View         ,        123, Mobile , Organic       , Data Protection,         0, Medium          , New
    717,      71846, 2024-03-17 11:19:00, Nigeria     , Lagos       , Pricing , Demo Request      ,        181, Desktop, Paid Ads      , Data Protection,         1, Medium          , Returning
      7,      78177, 2024-01-18 11:31:00, India       , Mumbai      , Contact , Page View         ,         22, Mobile , Direct        , Risk Assessment,         0, Low             , New
    287,      24958, 2024-05-07 21:45:00, USA         , New York    , Pricing , Event Registration,        296, Desktop, Paid Ads      , AI Security    ,         1, High            , New
    219,      54866, 2024-06-17 16:14:00, India       , Mumbai      , Contact , Click             ,         96, Desktop, Paid Ads      , AI Security    ,         0, Low             , Returning
    755,      90264, 2024-01-29 10:29:00, Nigeria     , Lagos       , Blog    , Click             ,         21, Mobile , Social Media  , AI Security    ,         0, Low             , New
    982,      54913, 2024-03-10 02:11:00, Kenya       , Nairobi     , Contact , Page View         ,        328, Desktop, Paid Ads      , Cloud Security ,         0, High            , New
    293,      26023, 2024-05-07 03:11:00, USA         , New York    , Contact , Page View         ,         51, Desktop, Social Media  , Cloud Security ,         0, Low             , New
    190,      56144, 2024-06-26 10:52:00, Nigeria     , Lagos       , Services, Page View         ,        105, Mobile , Social Media  , Data Protection,         0, Low             , New
    975,      28839, 2024-03-14 14:36:00, Kenya       , Nairobi     , About   , Scroll            ,         34, Mobile , Social Media  , AI Security    ,         0, Low             , Returning
    356,      66381, 2024-03-26 14:04:00, UK          , London      , About   , Demo Request      ,         95, Mobile , Direct        , Data Protection,         1, Low             , New
    975,      27640, 2024-06-17 15:41:00, Kenya       , Nairobi     , Home    , Scroll            ,        229, Desktop, Direct        , Risk Assessment,         0, Medium          , Returning
   1182,      10588, 2024-04-04 05:10:00, USA         , New York    , Pricing , Page View         ,         73, Mobile , Paid Ads      , Cloud Security ,         0, Low             , Returning
    830,      27790, 2024-03-31 03:59:00, Nigeria     , Lagos       , Contact , Page View         ,        156, Mobile , Direct        , Data Protection,         0, Medium          , New
   1053,      21670, 2024-05-16 18:17:00, Botswana    , Gaborone    , Pricing , Page View         ,        310, Desktop, Organic       , Cloud Security ,         0, High            , Returning
   1029,      39240, 2024-05-27 09:29:00, India       , Mumbai      , Blog    , Click             ,         35, Desktop, Organic       , Data Protection,         0, Low             , Returning
     53,      47165, 2024-05-26 23:51:00, Kenya       , Nairobi     , Contact , Page View         ,         18, Mobile , Social Media  , Risk Assessment,         0, Low             , New
   1161,      64349, 2024-02-02 20:25:00, South Africa, Johannesburg, Contact , Scroll            ,        280, Desktop, Social Media  , Data Protection,         0, High            , Returning
    689,      98146, 2024-04-28 21:17:00, USA         , New York    , Home    , Scroll            ,        147, Desktop, Organic       , Data Protection,         0, Medium          , New
    990,      87187, 2024-05-08 08:14:00, Nigeria     , Lagos       , Pricing , Event Registration,        170, Mobile , Paid Ads      , Data Protection,         1, Medium          , Returning
    662,      59798, 2024-01-21 04:53:00, Nigeria     , Lagos       , Pricing , Click             ,         41, Mobile , Paid Ads      , AI Security    ,         0, Low             , New
   1025,      95084, 2024-05-10 11:24:00, Nigeria     , Lagos       , Blog    , Page View         ,         70, Mobile , Social Media  , Risk Assessment,         0, Low             , New
    575,      57744, 2024-02-20 11:50:00, USA         , New York    , Services, Click             ,        154, Mobile , Direct        , AI Security    ,         0, Medium          , New
   1127,      37069, 2024-06-26 03:35:00, Nigeria     , Lagos       , About   , Page View         ,        171, Mobile , Social Media  , Risk Assessment,         0, Medium          , New
    282,      81244, 2024-01-19 03:11:00, India       , Mumbai      , Home    , Page View         ,         54, Mobile , Organic       , Data Protection,         0, Low             , Returning
   1111,      60171, 2024-04-25 05:46:00, India       , Mumbai      , About   , Page View         ,          6, Mobile , Organic       , Data Protection,         0, Low             , New
   1142,      77610, 2024-01-30 20:52:00, India       , Mumbai      , Services, Click             ,         88, Mobile , Paid Ads      , Risk Assessment,         0, Low             , New
   1168,      43603, 2024-01-19 03:18:00, Nigeria     , Lagos       , About   , Page View         ,         65, Mobile , Organic       , Data Protection,         0, Low             , New
    360,      76268, 2024-06-26 07:20:00, UK          , London      , About   , Click             ,        364, Desktop, Paid Ads      , Data Protection,         0, High            , Returning
    282,      63013, 2024-04-13 09:33:00, Nigeria     , Lagos       , Pricing , Event Registration,        125, Mobile , Paid Ads      , Data Protection,         1, Medium          , Returning
    435,      90144, 2024-01-21 11:10:00, India       , Mumbai      , Services, Page View         ,         31, Mobile , Paid Ads      , Risk Assessment,         0, Low             , Returning
    275,      33601, 2024-05-11 07:30:00, Botswana    , Gaborone    , Services, Page View         ,        120, Mobile , Organic       , Risk Assessment,         0, Low             , New
    759,      78636, 2024-03-13 02:44:00, India       , Mumbai      , Pricing , Event Registration,        127, Mobile , Paid Ads      , Risk Assessment,         1, Medium          , Returning
    261,      37402, 2024-05-11 15:21:00, South Africa, Johannesburg, Services, Page View         ,        364, Desktop, Direct        , Data Protection,         0, High            , Returning
   1129,      84613, 2024-05-28 15:20:00, Nigeria     , Lagos       , Contact , Page View         ,         36, Mobile , Social Media  , Risk Assessment,         0, Low             , New
    576,      37786, 2024-05-11 12:50:00, Kenya       , Nairobi     , Services, Page View         ,        305, Desktop, Direct        , Risk Assessment,         0, High            , Returning
    434,      20011, 2024-05-12 11:49:00, India       , Mumbai      , Contact , Scroll            ,        199, Desktop, Direct        , AI Security    ,         0, Medium          , New
   1160,      91537, 2024-03-04 07:26:00, Kenya       , Nairobi     , Services, Click             ,         22, Mobile , Organic       , AI Security    ,         0, Low             , New
    251,      69223, 2024-05-28 04:09:00, USA         , New York    , Services, Demo Request      ,        294, Desktop, Paid Ads      , AI Security    ,         1, High            , New
    709,      89791, 2024-03-13 06:46:00, Nigeria     , Lagos       , Home    , Page View         ,        178, Mobile , Organic       , AI Security    ,         0, Medium          , New
    835,      89175, 2024-06-13 03:37:00, Botswana    , Gaborone    , Services, Click             ,        285, Desktop, Direct        , AI Security    ,         0, High            , New
   1188,      30253, 2024-03-22 12:26:00, Nigeria     , Lagos       , Services, Page View         ,         41, Mobile , Direct        , Data Protection,         0, Low             , Returning
      6,      97060, 2024-01-02 18:00:00, UK          , London      , Contact , Page View         ,         33, Mobile , Organic       , AI Security    ,         0, Low             , Returning
    399,      88189, 2024-03-22 18:22:00, UK          , London      , Services, Event Registration,        126, Desktop, Direct        , AI Security    ,         1, Medium          , Returning
    435,      42509, 2024-06-18 03:23:00, USA         , New York    , Pricing , Page View         ,         24, Mobile , Organic       , AI Security    ,         0, Low             , Returning
    546,      37355, 2024-04-10 21:35:00, Botswana    , Gaborone    , Blog    , Click             ,        102, Mobile , Direct        , AI Security    ,         0, Low             , Returning
    655,      50481, 2024-06-13 02:31:00, Nigeria     , Lagos       , Home    , Page View         ,        119, Mobile , Organic       , AI Security    ,         0, Low             , New
    686,      41847, 2024-05-17 02:42:00, Nigeria     , Lagos       , Home    , Page View         ,        278, Desktop, Organic       , Data Protection,         0, High            , New
    294,      14110, 2024-05-04 06:30:00, Nigeria     , Lagos       , Contact , Page View         ,        114, Mobile , Direct        , Data Protection,         0, Low             , Returning
    521,      92874, 2024-03-17 16:59:00, South Africa, Johannesburg, Home    , Page View         ,        176, Mobile , Direct        , Risk Assessment,         0, Medium          , New
     98,      64141, 2024-01-09 23:06:00, UK          , London      , Home    , Demo Request      ,        134, Desktop, Social Media  , AI Security    ,         1, Medium          , New
    782,      84256, 2024-06-21 01:02:00, South Africa, Johannesburg, Contact , Scroll            ,        305, Desktop, Direct        , Cloud Security ,         0, High            , New
     40,      36459, 2024-04-05 04:01:00, South Africa, Johannesburg, Services, Scroll            ,        191, Desktop, Organic       , Risk Assessment,         0, Medium          , New
   1112,      41252, 2024-04-09 10:04:00, UK          , London      , Pricing , Click             ,         57, Mobile , Social Media  , Cloud Security ,         0, Low             , New
    959,      19007, 2024-05-30 11:03:00, Kenya       , Nairobi     , Pricing , Page View         ,        231, Desktop, Paid Ads      , Cloud Security ,         0, Medium          , New
    425,      42885, 2024-03-30 15:38:00, Kenya       , Nairobi     , Contact , Page View         ,        365, Desktop, Organic       , AI Security    ,         0, High            , New
    296,      30836, 2024-06-18 11:00:00, South Africa, Johannesburg, Contact , Page View         ,        203, Desktop, Organic       , Risk Assessment,         0, Medium          , New
    758,      15948, 2024-03-02 20:12:00, USA         , New York    , Services, Event Registration,         46, Desktop, Paid Ads      , Cloud Security ,         1, Low             , New
    550,      20766, 2024-02-11 18:56:00, USA         , New York    , Services, Event Registration,         48, Mobile , Social Media  , Cloud Security ,         1, Low             , New
   1165,      16456, 2024-01-31 06:48:00, Botswana    , Gaborone    , Pricing , Scroll            ,        197, Desktop, Direct        , Risk Assessment,         0, Medium          , New
    321,      28758, 2024-04-05 04:35:00, Nigeria     , Lagos       , Pricing , Page View         ,         26, Mobile , Organic       , Risk Assessment,         0, Low             , Returning
    151,      97144, 2024-04-09 16:46:00, Botswana    , Gaborone    , Home    , Click             ,         47, Mobile , Paid Ads      , Data Protection,         0, Low             , New
    265,      77791, 2024-05-09 02:10:00, UK          , London      , Contact , Click             ,         13, Mobile , Paid Ads      , Cloud Security ,         0, Low             , New
    543,      57582, 2024-02-01 00:09:00, South Africa, Johannesburg, Services, Page View         ,         50, Mobile , Direct        , Data Protection,         0, Low             , Returning
   1108,      28469, 2024-05-18 12:25:00, South Africa, Johannesburg, Contact , Page View         ,         34, Mobile , Organic       , Cloud Security ,         0, Low             , New
   1070,      37645, 2024-01-01 03:17:00, Nigeria     , Lagos       , Home    , Page View         ,        133, Desktop, Direct        , Cloud Security ,         0, Medium          , New
     75,      52487, 2024-06-14 19:35:00, Kenya       , Nairobi     , Contact , Page View         ,         31, Mobile , Paid Ads      , AI Security    ,         0, Low             , Returning
    997,      38369, 2024-06-04 15:00:00, UK          , London      , Blog    , Demo Request      ,        291, Desktop, Organic       , Risk Assessment,         1, High            , New
    213,      14711, 2024-06-14 04:48:00, Kenya       , Nairobi     , Pricing , Click             ,        240, Desktop, Social Media  , Risk Assessment,         0, Medium          , Returning
    186,      91621, 2024-03-04 01:32:00, USA         , New York    , Contact , Page View         ,         90, Desktop, Paid Ads      , AI Security    ,         0, Low             , Returning
   1046,      36646, 2024-05-02 00:43:00, South Africa, Johannesburg, About   , Page View         ,         64, Desktop, Direct        , AI Security    ,         0, Low             , New
    136,      80877, 2024-02-25 02:04:00, South Africa, Johannesburg, Home    , Scroll            ,        238, Desktop, Direct        , Cloud Security ,         0, Medium          , New
    830,      37255, 2024-06-29 17:38:00, Botswana    , Gaborone    , About   , Page View         ,         81, Mobile , Paid Ads      , Risk Assessment,         0, Low             , New
    582,      36617, 2024-05-14 18:28:00, Botswana    , Gaborone    , Contact , Page View         ,         34, Desktop, Social Media  , Data Protection,         0, Low             , Returning
    252,      51322, 2024-05-09 09:55:00, USA         , New York    , Contact , Demo Request      ,        336, Desktop, Organic       , Risk Assessment,         1, High            , Returning
    249,      97686, 2024-04-18 10:43:00, USA         , New York    , Home    , Scroll            ,         73, Mobile , Social Media  , Data Protection,         0, Low             , Returning
     71,      64780, 2024-05-18 21:45:00, South Africa, Johannesburg, Services, Page View         ,        201, Desktop, Organic       , AI Security    ,         0, Medium          , New
    379,      83435, 2024-05-16 07:34:00, South Africa, Johannesburg, Blog    , Click             ,         28, Mobile , Paid Ads      , Data Protection,         0, Low             , New
    551,      52734, 2024-04-18 17:22:00, Kenya       , Nairobi     , Blog    , Click             ,        374, Desktop, Social Media  , Risk Assessment,         0, High            , New
    789,      84120, 2024-01-25 23:38:00, Botswana    , Gaborone    , Home    , Page View         ,         92, Desktop, Direct        , Cloud Security ,         0, Low             , Returning
    441,      43201, 2024-03-18 19:55:00, South Africa, Johannesburg, Pricing , Page View         ,        177, Desktop, Direct        , Risk Assessment,         0, Medium          , Returning
    198,      57982, 2024-06-29 00:43:00, Kenya       , Nairobi     , Services, Scroll            ,         81, Mobile , Paid Ads      , Data Protection,         0, Low             , Returning
    426,      28959, 2024-01-05 22:52:00, USA         , New York    , Services, Page View         ,         89, Desktop, Paid Ads      , AI Security    ,         0, Low             , Returning
    736,      89808, 2024-04-17 23:58:00, South Africa, Johannesburg, Services, Page View         ,        222, Desktop, Organic       , Cloud Security ,         0, Medium          , New
    320,      83078, 2024-05-10 16:42:00, India       , Mumbai      , Contact , Page View         ,        122, Mobile , Organic       , Risk Assessment,         0, Medium          , New
    771,      68385, 2024-05-16 09:38:00, India       , Mumbai      , Home    , Click             ,        137, Mobile , Direct        , AI Security    ,         0, Medium          , Returning
    883,      49299, 2024-06-03 04:52:00, UK          , London      , Blog    , Page View         ,        393, Desktop, Direct        , Cloud Security ,         0, High            , New
    819,      94737, 2024-02-19 07:01:00, South Africa, Johannesburg, Home    , Scroll            ,         46, Mobile , Organic       , Risk Assessment,         0, Low             , Returning
     94,      49927, 2024-02-01 23:44:00, USA         , New York    , Pricing , Page View         ,        155, Mobile , Direct        , Risk Assessment,         0, Medium          , New
     41,      78835, 2024-01-23 19:54:00, Kenya       , Nairobi     , Contact , Scroll            ,        257, Desktop, Direct        , Cloud Security ,         0, High            , New
    956,      59890, 2024-04-27 18:16:00, South Africa, Johannesburg, Blog    , Page View         ,        260, Desktop, Direct        , Risk Assessment,         0, High            , New
    269,      47898, 2024-04-11 15:47:00, Botswana    , Gaborone    , About   , Click             ,         80, Mobile , Organic       , Cloud Security ,         0, Low             , New
    837,      84104, 2024-06-23 12:57:00, Kenya       , Nairobi     , Blog    , Scroll            ,        159, Mobile , Social Media  , Data Protection,         0, Medium          , Returning
    174,      86281, 2024-04-18 11:28:00, UK          , London      , Blog    , Click             ,        143, Mobile , Social Media  , AI Security    ,         0, Medium          , Returning
   1177,      16569, 2024-01-31 02:12:00, South Africa, Johannesburg, Services, Page View         ,        145, Desktop, Paid Ads      , Cloud Security ,         0, Medium          , New
    425,      22344, 2024-01-04 22:15:00, Kenya       , Nairobi     , About   , Click             ,        374, Desktop, Organic       , Data Protection,         0, High            , New
    259,      17640, 2024-02-03 02:51:00, South Africa, Johannesburg, Contact , Click             ,        167, Mobile , Social Media  , AI Security    ,         0, Medium          , New
    720,      64218, 2024-04-19 15:16:00, Nigeria     , Lagos       , Pricing , Page View         ,        337, Desktop, Social Media  , Risk Assessment,         0, High            , Returning
      7,      93855, 2024-04-17 12:47:00, Botswana    , Gaborone    , Contact , Page View         ,        167, Mobile , Social Media  , Risk Assessment,         0, Medium          , New
    643,      97458, 2024-01-13 17:09:00, UK          , London      , Blog    , Page View         ,        137, Mobile , Social Media  , Risk Assessment,         0, Medium          , New
    426,      16141, 2024-04-08 19:08:00, Nigeria     , Lagos       , Services, Page View         ,        184, Desktop, Direct        , Cloud Security ,         0, Medium          , Returning
    949,      65541, 2024-06-27 01:09:00, Nigeria     , Lagos       , Contact , Page View         ,        312, Desktop, Direct        , Risk Assessment,         0, High            , New
    869,      58174, 2024-02-10 01:40:00, India       , Mumbai      , Services, Page View         ,         91, Mobile , Social Media  , AI Security    ,         0, Low             , New
    870,      70676, 2024-03-08 16:25:00, Kenya       , Nairobi     , Contact , Click             ,         10, Mobile , Social Media  , Cloud Security ,         0, Low             , Returning
    554,      64331, 2024-01-08 05:12:00, USA         , New York    , Blog    , Page View         ,        121, Mobile , Social Media  , AI Security    ,         0, Medium          , New
    758,      31022, 2024-06-27 23:57:00, USA         , New York    , Contact , Page View         ,        109, Mobile , Social Media  , Data Protection,         0, Low             , New
    222,      90619, 2024-05-13 20:19:00, USA         , New York    , Pricing , Click             ,        117, Mobile , Social Media  , Risk Assessment,         0, Low             , Returning
    550,      78142, 2024-06-29 17:52:00, India       , Mumbai      , Pricing , Demo Request      ,        347, Desktop, Paid Ads      , AI Security    ,         1, High            , New
    173,      67473, 2024-01-15 07:53:00, USA         , New York    , About   , Page View         ,         12, Mobile , Direct        , Data Protection,         0, Low             , New
   1078,      57692, 2024-01-01 05:59:00, Nigeria     , Lagos       , Services, Page View         ,        341, Desktop, Social Media  , AI Security    ,         0, High            , New
    230,      23548, 2024-05-31 19:29:00, Nigeria     , Lagos       , Services, Demo Request      ,         30, Mobile , Organic       , Data Protection,         1, Low             , New
    146,      56609, 2024-01-24 22:54:00, Nigeria     , Lagos       , Services, Demo Request      ,        298, Desktop, Social Media  , AI Security    ,         1, High            , New
     89,      87174, 2024-02-27 03:12:00, USA         , New York    , About   , Scroll            ,        294, Desktop, Direct        , Risk Assessment,         0, High            , New
    316,      61053, 2024-04-19 20:51:00, UK          , London      , Contact , Page View         ,        192, Desktop, Paid Ads      , Cloud Security ,         0, Medium          , New
    258,      44980, 2024-05-25 23:58:00, Kenya       , Nairobi     , Pricing , Page View         ,        321, Desktop, Paid Ads      , Data Protection,         0, High            , Returning
    978,      70645, 2024-01-28 11:10:00, Kenya       , Nairobi     , Contact , Scroll            ,        160, Mobile , Paid Ads      , Cloud Security ,         0, Medium          , Returning
    267,      45670, 2024-02-26 17:05:00, South Africa, Johannesburg, Services, Page View         ,        188, Desktop, Paid Ads      , Cloud Security ,         0, Medium          , Returning
    641,      25522, 2024-06-09 18:08:00, South Africa, Johannesburg, Contact , Page View         ,         27, Mobile , Organic       , Data Protection,         0, Low             , New
    875,      38228, 2024-04-02 07:19:00, India       , Mumbai      , Home    , Page View         ,        314, Desktop, Direct        , AI Security    ,         0, High            , New
    789,      97858, 2024-01-11 19:25:00, India       , Mumbai      , Pricing , Click             ,         81, Mobile , Direct        , AI Security    ,         0, Low             , Returning
    490,      91965, 2024-06-26 06:26:00, Botswana    , Gaborone    , About   , Page View         ,         12, Mobile , Social Media  , Cloud Security ,         0, Low             , New
    213,      38349, 2024-03-22 08:03:00, Kenya       , Nairobi     , Pricing , Click             ,        171, Mobile , Social Media  , Risk Assessment,         0, Medium          , Returning
    661,      45289, 2024-05-06 14:11:00, India       , Mumbai      , Services, Page View         ,        282, Desktop, Direct        , AI Security    ,         0, High            , New
    805,      71451, 2024-03-08 03:23:00, India       , Mumbai      , Blog    , Page View         ,         64, Mobile , Social Media  , Data Protection,         0, Low             , New
     85,      17770, 2024-01-11 01:18:00, India       , Mumbai      , About   , Scroll            ,        156, Mobile , Organic       , Data Protection,         0, Medium          , New
    728,      39876, 2024-06-14 19:22:00, India       , Mumbai      , About   , Page View         ,        324, Desktop, Paid Ads      , Risk Assessment,         0, High            , New
